PeakId,Mass,Start,Stop,RT,MDGC,RT1tr,RT2tr,Area,Height,Width,Area_Percent,SampleFileName,CompoundName,Group,Type,Formula,MF,RMF,Probability,MW,ExactMass,CASNO,NISTNO,ID,Library,OtherDBS,Contributor,TenLargestPeaks,Synonyms,StructureDiagram,SignalToNoiseRatio
225,TIC,33.9388,34.054,33.9914,TRUE,30.336433,0.671974,3.64E+05,13038,0.1152,0.162683259,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Cyclopentadecane,LinearAlcohol16eV,0,C15H30,716,746,5,210,210.235,295-48-7,234421,11239963,mainlib|replib,"TSCA, HODOC, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-IW-2161,,,,0
226,TIC,34.9331,35.1251,35.0279,TRUE,30.537617,0.691343,1.20E+06,15919,0.192,0.53758294,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Eicosane,,0,C20H42,718,752,12,282,282.329,112-95-8,341441,34400919,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",NIST Mass Spectrometry Data Center,,,,0
227,TIC,34.9331,35.1251,35.0279,TRUE,30.537617,0.691343,1.20E+06,15919,0.192,0.53758294,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Octadecane,,0,C18H38,713,753,9,254,254.297,593-45-3,233832,272928152,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-1995,,,,0
228,TIC,34.9331,35.1251,35.0279,TRUE,30.537617,0.691343,1.20E+06,15919,0.192,0.53758294,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Hexacosane,,0,C26H54,706,740,7,366,366.423,630-01-3,379947,273430167,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",Drug Lab,,,,0
229,TIC,34.9331,35.1251,35.0279,TRUE,30.537617,0.691343,1.20E+06,15919,0.192,0.53758294,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Octadecane,,0,C18H38,705,747,9,254,254.297,593-45-3,57273,271405166,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",MIKE CARTER,,,,0
230,TIC,34.9331,35.1251,35.0279,TRUE,30.537617,0.691343,1.20E+06,15919,0.192,0.53758294,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Nonadecane,,0,C19H40,705,740,7,268,268.313,629-92-5,151324,28553076,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",Chemical Concepts,,,,0
231,TIC,35.2254,35.4172,35.3165,TRUE,30.59,0.822707,5.79E+05,14442,0.1918,0.258663279,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Naphthalene, 1,4,6-trimethyl-",,0,C13H14,768,788,61,170,170.11,2131-42-2,109638,274986333,mainlib|replib,"HODOC, NIH, EINECS",Philip Morris R&D,,,,0
232,TIC,35.2254,35.4172,35.3165,TRUE,30.59,0.822707,5.79E+05,14442,0.1918,0.258663279,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Naphthalene, 2,3,6-trimethyl-",,0,C13H14,738,754,17,170,170.11,829-26-5,149561,274932382,mainlib|replib,"EPA, HODOC, NIH, EINECS, IR",Chemical Concepts,,,,0
233,TIC,35.2254,35.4172,35.3165,TRUE,30.59,0.822707,5.79E+05,14442,0.1918,0.258663279,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Naphthalene, 1,6,7-trimethyl-",,0,C13H14,728,746,12,170,170.11,2245-38-7,229746,47364967,mainlib|replib,"Fine, EPA, HODOC, NIH, EINECS",Japan AIST/NIMC Database- Spectrum MS-IW-1413,,,,0
234,TIC,35.2254,35.4172,35.3165,TRUE,30.59,0.822707,5.79E+05,14442,0.1918,0.258663279,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Naphthalene, 2,3,6-trimethyl-",,0,C13H14,716,730,17,170,170.11,829-26-5,228329,47598978,mainlib|replib,"EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-6143,,,,0
235,TIC,35.5465,35.6621,35.6046,TRUE,30.690791,0.640019,4.59E+05,14326,0.1156,0.205187034,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Ditetradecyl ether,,0,C28H58O,704,741,22,410,410.449,5412-98-6,231572,43099594,mainlib|replib,"Fine, NIH, EINECS",Japan AIST/NIMC Database- Spectrum MS-NW-2891,,,,0
236,TIC,35.6484,35.8017,35.7452,TRUE,31.088333,0.742409,5.20E+05,12684,0.1533,0.232473671,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Naphthalene, 1,4,6-trimethyl-",,0,C13H14,735,749,42,170,170.11,2131-42-2,109638,274986333,mainlib|replib,"HODOC, NIH, EINECS",Philip Morris R&D,,,,0
237,TIC,35.6484,35.8017,35.7452,TRUE,31.088333,0.742409,5.20E+05,12684,0.1533,0.232473671,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Naphthalene, 2,3,6-trimethyl-",,0,C13H14,721,734,26,170,170.11,829-26-5,149561,274932382,mainlib|replib,"EPA, HODOC, NIH, EINECS, IR",Chemical Concepts,,,,0
238,TIC,35.6484,35.8017,35.7452,TRUE,31.088333,0.742409,5.20E+05,12684,0.1533,0.232473671,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Naphthalene, 2,3,6-trimethyl-",,0,C13H14,720,731,26,170,170.11,829-26-5,228329,47598978,mainlib|replib,"EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-6143,,,,0
239,TIC,35.6484,35.8017,35.7452,TRUE,31.088333,0.742409,5.20E+05,12684,0.1533,0.232473671,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Naphthalene, 1,6,7-trimethyl-",,0,C13H14,715,730,20,170,170.11,2245-38-7,229746,47364967,mainlib|replib,"Fine, EPA, HODOC, NIH, EINECS",Japan AIST/NIMC Database- Spectrum MS-IW-1413,,,,0
240,TIC,35.7628,35.8779,35.8137,TRUE,31.120263,0.767614,3.25E+05,11817,0.1151,0.1454707,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Naphthalene, 2,3,6-trimethyl-",,0,C13H14,736,746,37,170,170.11,829-26-5,228329,47598978,mainlib|replib,"EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-6143,,,,0
241,TIC,35.7628,35.8779,35.8137,TRUE,31.120263,0.767614,3.25E+05,11817,0.1151,0.1454707,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Naphthalene, 1,4,6-trimethyl-",,0,C13H14,729,745,29,170,170.11,2131-42-2,109638,274986333,mainlib|replib,"HODOC, NIH, EINECS",Philip Morris R&D,,,,0
242,TIC,35.7628,35.8779,35.8137,TRUE,31.120263,0.767614,3.25E+05,11817,0.1151,0.1454707,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Naphthalene, 2,3,6-trimethyl-",,0,C13H14,721,736,37,170,170.11,829-26-5,149561,274932382,mainlib|replib,"EPA, HODOC, NIH, EINECS, IR",Chemical Concepts,,,,0
243,TIC,35.7628,35.8779,35.8137,TRUE,31.120263,0.767614,3.25E+05,11817,0.1151,0.1454707,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Naphthalene, 1,6,7-trimethyl-",,0,C13H14,713,728,16,170,170.11,2245-38-7,229746,47364967,mainlib|replib,"Fine, EPA, HODOC, NIH, EINECS",Japan AIST/NIMC Database- Spectrum MS-IW-1413,,,,0
244,TIC,36.0843,36.2386,36.1188,TRUE,31.241667,0.812604,1.55E+06,26665,0.1544,0.691894635,20220722_DL_Sh7_1_TBaAc_16eV.lsc,n-Nonadecanol-1,Alcohol16eV,0,C19H40O,752,775,8,284,284.308,1454-84-8,232931,274241120,mainlib|replib,"Fine, HODOC, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-4538,,,,0
245,TIC,36.0843,36.2386,36.1188,TRUE,31.241667,0.812604,1.55E+06,26665,0.1544,0.691894635,20220722_DL_Sh7_1_TBaAc_16eV.lsc,1-Hexadecanol,Alcohol16eV,0,C16H34O,742,807,6,242,242.261,36653-82-4,414975,270689342,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR",NIST Mass Spectrometry Data Center,,,,0
246,TIC,36.0843,36.2386,36.1188,TRUE,31.241667,0.812604,1.55E+06,26665,0.1544,0.691894635,20220722_DL_Sh7_1_TBaAc_16eV.lsc,1-Octadecanol,Alcohol16eV,0,C18H38O,741,787,5,270,270.292,112-92-5,221125,270258319,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR",Chemical Concepts,,,,0
247,TIC,36.0843,36.2386,36.1188,TRUE,31.241667,0.812604,1.55E+06,26665,0.1544,0.691894635,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Behenic alcohol,Alcohol16eV,0,C22H46O,741,774,5,326,326.355,661-19-8,351789,273225256,mainlib|replib,"Fine, TSCA, RTECS, HODOC, NIH, EINECS, IR",NIST Mass Spectrometry Data Center,,,,0
248,TIC,36.0843,36.2386,36.1188,TRUE,31.241667,0.812604,1.55E+06,26665,0.1544,0.691894635,20220722_DL_Sh7_1_TBaAc_16eV.lsc,n-Pentadecanol,Alcohol16eV,0,C15H32O,737,840,4,228,228.245,629-76-5,430447,275055316,mainlib|replib,"Fine, TSCA, HODOC, NIH, EINECS, IR","YAMAMOTO M, DEP. CHEMISTRY, FAC. SCIENCE, NARA WOMEN'S UNIV.; Used with permission, courtesy of Funatsu Laboratory, University of Tokyo.The copyright reserved by Funatsu Laboratory.",,,,0
249,TIC,36.1983,36.3911,36.2915,TRUE,31.30414,0.692992,4.51E+06,1.28E+05,0.1928,2.017066795,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Hexadecane,,0,C16H34,757,803,33,226,226.266,544-76-3,228773,41676896,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-1507,,,,0
250,TIC,36.1983,36.3911,36.2915,TRUE,31.30414,0.692992,4.51E+06,1.28E+05,0.1928,2.017066795,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Hexadecane,,0,C16H34,757,801,33,226,226.266,544-76-3,107738,273377847,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR","Chuck Anderson, Aldrich Chemical Co.",,,,0
251,TIC,36.1983,36.3911,36.2915,TRUE,31.30414,0.692992,4.51E+06,1.28E+05,0.1928,2.017066795,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Octadecane,,0,C18H38,732,795,10,254,254.297,593-45-3,233832,272928152,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-1995,,,,0
252,TIC,36.1983,36.3911,36.2915,TRUE,31.30414,0.692992,4.51E+06,1.28E+05,0.1928,2.017066795,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Heptadecane,,0,C17H36,731,824,9,240,240.282,629-78-7,228254,3145406,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-2741,,,,0
253,TIC,36.1983,36.3911,36.2915,TRUE,31.30414,0.692992,4.51E+06,1.28E+05,0.1928,2.017066795,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Octadecane,,0,C18H38,719,804,10,254,254.297,593-45-3,57273,271405166,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",MIKE CARTER,,,,0
254,TIC,37.3102,37.3868,37.3485,TRUE,31.412046,0.661487,5.03E+05,14544,0.0767,0.225031705,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Eicosane,,0,C20H42,703,744,13,282,282.329,112-95-8,341441,34400919,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",NIST Mass Spectrometry Data Center,,,,0
255,TIC,37.3102,37.3868,37.3485,TRUE,31.412046,0.661487,5.03E+05,14544,0.0767,0.225031705,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Tetracosane,,0,C24H50,702,740,13,338,338.391,646-31-1,234324,45910247,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-2437,,,,0
256,TIC,37.3474,37.54,37.4166,TRUE,32.038476,2.11764,3.21E+06,87339,0.1926,1.436307134,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Octadecane,,0,C18H38,705,759,12,254,254.297,593-45-3,233832,272928152,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-1995,,,,0
257,TIC,37.3474,37.54,37.4166,TRUE,32.038476,2.11764,3.21E+06,87339,0.1926,1.436307134,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Heneicosane,,0,C21H44,702,744,10,296,296.344,629-94-7,230947,47543150,mainlib|replib,"Fine, TSCA, EPA, HODOC, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-2012,,,,0
258,TIC,38.4983,38.6909,38.5912,TRUE,32.459673,2.213644,4.38E+06,1.09E+05,0.1925,1.957400343,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Heptadecane,,0,C17H36,757,822,38,240,240.282,629-78-7,228254,3145406,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-2741,,,,0
259,TIC,38.4983,38.6909,38.5912,TRUE,32.459673,2.213644,4.38E+06,1.09E+05,0.1925,1.957400343,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Heptadecane,,0,C17H36,744,799,38,240,240.282,629-78-7,107308,271113659,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR","Chuck Anderson, Aldrich Chemical Co.",,,,0
260,TIC,38.4983,38.6909,38.5912,TRUE,32.459673,2.213644,4.38E+06,1.09E+05,0.1925,1.957400343,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Heptadecane,,0,C17H36,724,811,38,240,240.282,629-78-7,22871,271087170,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR",,,,,0
261,TIC,38.4983,38.6909,38.5912,TRUE,32.459673,2.213644,4.38E+06,1.09E+05,0.1925,1.957400343,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Octadecane,,0,C18H38,712,810,8,254,254.297,593-45-3,233832,272928152,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-1995,,,,0
262,TIC,38.4983,38.6909,38.5912,TRUE,32.459673,2.213644,4.38E+06,1.09E+05,0.1925,1.957400343,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Heneicosane,,0,C21H44,705,766,6,296,296.344,629-94-7,230947,47543150,mainlib|replib,"Fine, TSCA, EPA, HODOC, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-2012,,,,0
263,TIC,38.6504,38.8434,38.7157,TRUE,32.574452,0.687429,3.64E+06,1.18E+05,0.193,1.628181819,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Pentadecane, 2,6,10,14-tetramethyl-",,0,C19H40,741,799,48,268,268.313,1921-70-6,229566,46142538,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-1461,,,,0
264,TIC,38.6504,38.8434,38.7157,TRUE,32.574452,0.687429,3.64E+06,1.18E+05,0.193,1.628181819,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Pentadecane, 2,6,10,14-tetramethyl-",,0,C19H40,732,774,48,268,268.313,1921-70-6,149898,273483384,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR",Chemical Concepts,,,,0
265,TIC,38.6504,38.8434,38.7157,TRUE,32.574452,0.687429,3.64E+06,1.18E+05,0.193,1.628181819,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"Hexadecane, 2,6,10-trimethyl-",,0,C19H40,714,778,14,268,268.313,55000-52-7,12972,49408757,mainlib|replib,,"E.D.MCCARTHY CALIFORNIA UNIV., BERKELEY, U.S.A",,,,0
266,TIC,40.5699,40.7236,40.6546,TRUE,32.56619,2.228796,1.02E+06,14914,0.1537,0.457280378,20220722_DL_Sh7_1_TBaAc_16eV.lsc,1-Octadecanol,,0,C18H38O,715,774,7,270,270.292,112-92-5,221125,270258319,mainlib|replib,"Fine, TSCA, RTECS, EPA, HODOC, NIH, EINECS, IR",Chemical Concepts,,,,0
267,TIC,40.5699,40.7236,40.6546,TRUE,32.56619,2.228796,1.02E+06,14914,0.1537,0.457280378,20220722_DL_Sh7_1_TBaAc_16eV.lsc,1-Hexacosanol,,0,C26H54O,714,745,7,382,382.417,506-52-5,414524,272641486,mainlib|replib,"Fine, TSCA, HODOC, NIH, EINECS",NIST Mass Spectrometry Data Center,,,,0
268,TIC,40.5699,40.7236,40.6546,TRUE,32.56619,2.228796,1.02E+06,14914,0.1537,0.457280378,20220722_DL_Sh7_1_TBaAc_16eV.lsc,"9-Tricosene, (Z)-",,0,C23H46,712,722,6,322,322.36,27519-02-4,235627,269666938,mainlib|replib,"Fine, TSCA, RTECS, EINECS",Japan AIST/NIMC Database- Spectrum MS-NW-5584,,,,0
269,TIC,40.5699,40.7236,40.6546,TRUE,32.56619,2.228796,1.02E+06,14914,0.1537,0.457280378,20220722_DL_Sh7_1_TBaAc_16eV.lsc,1-Eicosene,,0,C20H40,701,742,4,280,280.313,3452-07-01,231690,31312000,mainlib|replib,"Fine, TSCA, HODOC, NIH, EINECS",Japan AIST/NIMC Database- Spectrum MS-NW-9159,,,,0
270,TIC,40.5699,40.7236,40.6546,TRUE,32.56619,2.228796,1.02E+06,14914,0.1537,0.457280378,20220722_DL_Sh7_1_TBaAc_16eV.lsc,1-Heptacosanol,,0,C27H56O,700,734,4,396,396.433,2004-39-9,351788,9502601,mainlib|replib,"Fine, NIH, EINECS",NIST Mass Spectrometry Data Center,,,,0
271,TIC,40.6836,40.8761,40.7807,TRUE,32.621667,0.767375,3.69E+06,85517,0.1925,1.648345193,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Octadecane,,0,C18H38,751,825,34,254,254.297,593-45-3,233832,272928152,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-1995,,,,0
272,TIC,40.6836,40.8761,40.7807,TRUE,32.621667,0.767375,3.69E+06,85517,0.1925,1.648345193,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Pentacosane,,0,C25H52,714,767,8,352,352.407,629-99-2,150576,51973736,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",Chemical Concepts,,,,0
273,TIC,40.6836,40.8761,40.7807,TRUE,32.621667,0.767375,3.69E+06,85517,0.1925,1.648345193,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Tetracosane,,0,C24H50,713,774,8,338,338.391,646-31-1,234324,45910247,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-2437,,,,0
274,TIC,40.6836,40.8761,40.7807,TRUE,32.621667,0.767375,3.69E+06,85517,0.1925,1.648345193,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Heneicosane,,0,C21H44,707,776,6,296,296.344,629-94-7,230947,47543150,mainlib|replib,"Fine, TSCA, EPA, HODOC, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-2012,,,,0
275,TIC,40.6836,40.8761,40.7807,TRUE,32.621667,0.767375,3.69E+06,85517,0.1925,1.648345193,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Octadecane,,0,C18H38,705,754,34,254,254.297,593-45-3,12337,8081837,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",,,,,0
276,TIC,40.9125,41.1052,40.9995,TRUE,32.736667,0.874952,2.78E+06,73089,0.1927,1.244462926,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Tetracosane,,0,C24H50,701,758,13,338,338.391,646-31-1,234324,45910247,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-2437,,,,0
277,TIC,42.7921,43.0237,42.8783,TRUE,32.775,0.903731,3.73E+06,87637,0.2316,1.668345732,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Nonadecane,,0,C19H40,741,821,32,268,268.313,629-92-5,232930,272635109,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-8200,,,,0
278,TIC,42.7921,43.0237,42.8783,TRUE,32.775,0.903731,3.73E+06,87637,0.2316,1.668345732,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Octadecane,,0,C18H38,713,823,9,254,254.297,593-45-3,233832,272928152,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-1995,,,,0
279,TIC,42.7921,43.0237,42.8783,TRUE,32.775,0.903731,3.73E+06,87637,0.2316,1.668345732,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Tetracosane,,0,C24H50,709,781,7,338,338.391,646-31-1,234324,45910247,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-2437,,,,0
280,TIC,42.7921,43.0237,42.8783,TRUE,32.775,0.903731,3.73E+06,87637,0.2316,1.668345732,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Nonadecane,,0,C19H40,707,767,32,268,268.313,629-92-5,151324,28553076,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",Chemical Concepts,,,,0
281,TIC,43.362,43.5913,43.4649,TRUE,32.803147,0.683306,8.72E+05,26620,0.2293,0.389596107,20220722_DL_Sh7_1_TBaAc_16eV.lsc,o-Terphenyl,,0,C18H14,724,738,26,230,230.11,84-15-1,228204,34156255,mainlib|replib,"Fine, TSCA, RTECS, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-8149,,,,0
282,TIC,43.362,43.5913,43.4649,TRUE,32.803147,0.683306,8.72E+05,26620,0.2293,0.389596107,20220722_DL_Sh7_1_TBaAc_16eV.lsc,p-Terphenyl,,0,C18H14,718,741,21,230,230.11,92-94-4,158027,274289387,mainlib|replib,"Fine, TSCA, RTECS, HODOC, NIH, EINECS, IR",Chemical Concepts,,,,0
283,TIC,43.362,43.5913,43.4649,TRUE,32.803147,0.683306,8.72E+05,26620,0.2293,0.389596107,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Benzo(a)phenazine,,0,C16H10N2,712,804,16,230,230.084,225-61-6,111193,35331029,mainlib|replib,"HODOC, NIH","Institute of Organic Chemistry, USSR, 1990",,,,0
284,TIC,44.7855,44.9784,44.875,TRUE,32.813333,1.09546,2.58E+06,63729,0.1929,1.15441859,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Eicosane,,0,C20H42,725,785,30,282,282.329,112-95-8,228774,273063008,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",Japan AIST/NIMC Database- Spectrum MS-NW-6004,,,,0
285,TIC,48.5435,48.735,48.6322,TRUE,32.859247,1.105766,1.87E+06,30676,0.1915,0.836316743,20220722_DL_Sh7_1_TBaAc_16eV.lsc,Docosane,,0,C22H46,706,807,33,310,310.36,629-97-0,109506,273690689,mainlib|replib,"Fine, TSCA, EPA, HODOC, NIH, EINECS, IR",Philip Morris R&D,,,,0
